R	7	-4.45	0.910054	-1.8201	1477010445734748
L	7.05	-4.55	0.910054	-1.8201	1477010445789690
R	7.1	-4.7	0.908302	-2.72489	1477010445844738
L	7.15	-4.85	0.908297	-2.72489	1477010445899786
R	7.25	-5	1.81907	-2.72861	1477010445954759
L	7.35	-5.15	1.81907	-2.72861	1477010446009732
R	7.4	-5.3	0.908194	-2.7246	1477010446064786
L	7.45	-5.45	0.90819	-2.72457	1477010446119841
R	7.55	-5.55	1.81974	-1.81974	1477010446174794
L	7.65	-5.65	1.81972	-1.81972	1477010446229748
R	7.7	-5.8	0.90983	-2.72951	1477010446284703
L	7.75	-5.95	0.909826	-2.72948	1477010446339659
R	7.85	-6.1	1.9986	-2.9979	1477010446389694
L	7.95	-6.25	1.99858	-2.99787	1477010446439730
R	8.05	-6.35	1.81738	-1.81739	1477010446494754
L	8.15	-6.45	1.81737	-1.81737	1477010446549779
R	8.2	-6.6	0.909293	-2.72787	1477010446604767
L	8.25	-6.75	0.909293	-2.72787	1477010446659755
R	8.35	-6.85	1.81994	-1.81993	1477010446714702
L	8.45	-6.95	1.81993	-1.81993	1477010446769649
R	8.5	-7.1	1.00006	-3.00018	1477010446819646
L	8.55	-7.25	1.00006	-3.00018	1477010446869643
R	8.65	-7.4	1.99807	-2.99712	1477010446919691
L	8.75	-7.55	1.99808	-2.99712	1477010446969739
R	8.8	-7.65	0.909955	-1.8199	1477010447024687
L	8.85	-7.75	0.909946	-1.81988	1477010447079636
R	8.9	-7.9	0.999086	-2.9973	1477010447129681
L	8.95	-8.05	0.999095	-2.9973	1477010447179726
R	9	-8.15	0.909309	-1.8186	1477010447234713
L	9.05	-8.25	0.909301	-1.81859	1477010447289701
R	9.1	-8.4	1.0004	-3.00119	1477010447339681
L	9.15	-8.55	1.00038	-3.00117	1477010447389662
R	9.2	-8.65	0.909508	-1.819	1477010447444637
L	9.25	-8.75	0.9095	-1.81899	1477010447499613
R	9.35	-8.95	1.99965	-3.99928	1477010447549622
L	9.45	-9.15	1.99964	-3.99928	1477010447599631
R	9.5	-9.25	0.999584	-1.99917	1477010447649652
L	9.55	-9.35	0.999584	-1.99917	1477010447699673
R	9.55	-9.5	0	-3.00023	1477010447749669
L	9.55	-9.65	0	-3.0002	1477010447799666
R	9.6	-9.8	0.999005	-2.997	1477010447849716
L	9.65	-9.95	0.998995	-2.997	1477010447899766
R	9.7	-10.05	0.909855	-1.81969	1477010447954720
L	9.75	-10.15	0.909847	-1.81969	1477010448009675
R	9.75	-10.3	0	-3.00065	1477010448059664
L	9.75	-10.45	0	-3.00063	1477010448109654
R	9.8	-10.6	0.90817	-2.72451	1477010448164710
L	9.85	-10.75	0.908161	-2.72448	1477010448219767
R	9.85	-10.9	0	-2.73074	1477010448274697
L	9.85	-11.05	0	-2.73073	1477010448329628
R	9.85	-11.2	0	-2.99965	1477010448379634
L	9.85	-11.35	0	-2.99961	1477010448429641
R	9.85	-11.5	0	-2.99843	1477010448479667
L	9.85	-11.65	0	-2.99843	1477010448529693
R	9.8	-11.75	-1.0003	-2.00061	1477010448579678
L	9.75	-11.85	-1.00029	-2.00059	1477010448629664
R	9.7	-12	-1.0004	-3.00119	1477010448679644
L	9.65	-12.15	-1.00039	-3.00116	1477010448729625
R	9.6	-12.25	-0.999885	-1.99981	1477010448779630
L	9.55	-12.35	-0.999884	-1.99979	1477010448829636
R	9.45	-12.45	-1.99803	-1.99805	1477010448879685
L	9.35	-12.55	-1.99804	-1.99804	1477010448929734
R	9.3	-12.65	-0.909773	-1.81953	1477010448984693
L	9.25	-12.75	-0.909773	-1.81954	1477010449039652
R	9.05	-12.85	-3.99257	-1.99629	1477010449089745
L	8.85	-12.95	-3.99253	-1.99627	1477010449139839
R	8.75	-13	-1.8213	-0.910651	1477010449194745
L	8.65	-13.05	-1.8213	-0.910651	1477010449249651
R	8.5	-13.1	-2.997	-0.999005	1477010449299701
L	8.35	-13.15	-2.997	-0.998995	1477010449349751
R	8.2	-13.15	-2.72741	0	1477010449404748
L	8.05	-13.15	-2.72742	0	1477010449459745
R	7.9	-13.15	-2.72986	0	1477010449514693
L	7.75	-13.15	-2.72986	0	1477010449569641
R	7.6	-13.2	-2.9979	-0.999304	1477010449619676
L	7.45	-13.25	-2.9979	-0.999304	1477010449669711
R	7.3	-13.25	-2.72846	0	1477010449724687
L	7.15	-13.25	-2.72844	0	1477010449779664
R	7	-13.2	-2.99784	0.999284	1477010449829700
L	6.85	-13.15	-2.99784	0.999284	1477010449879736
R	6.7	-13.1	-2.72787	0.909275	1477010449934724
L	6.55	-13.05	-2.72787	0.909284	1477010449989712
R	6.4	-13.05	-2.72678	0	1477010450044722
L	6.25	-13.05	-2.72678	0	1477010450099732
R	6.1	-13	-2.72966	0.909888	1477010450154684
L	5.95	-12.95	-2.72963	0.90988	1477010450209637
R	5.8	-12.85	-2.99777	1.99851	1477010450259674
L	5.65	-12.75	-2.99778	1.99852	1477010450309711
R	5.55	-12.7	-1.81798	0.908995	1477010450364717
L	5.45	-12.65	-1.81799	0.908995	1477010450419723
R	5.3	-12.55	-2.72627	1.81753	1477010450474743
L	5.15	-12.45	-2.72625	1.8175	1477010450529764
R	5.05	-12.35	-1.8199	1.81989	1477010450584712
L	4.95	-12.25	-1.81991	1.8199	1477010450639660
R	4.85	-12.15	-1.99928	1.99929	1477010450689678
L	4.75	-12.05	-1.99928	1.99928	1477010450739696
R	4.7	-11.9	-0.908236	2.72471	1477010450794748
L	4.65	-11.75	-0.908231	2.7247	1477010450849800
R	4.6	-11.65	-0.909847	1.81971	1477010450904754
L	4.55	-11.55	-0.909843	1.81969	1477010450959709
R	4.5	-11.35	-1.0008	4.0032	1477010451009669
L	4.45	-11.15	-1.0008	4.00321	1477010451059629
R	4.45	-11.05	0	1.81614	1477010451114691
L	4.45	-10.95	0	1.81612	1477010451169754
R	4.45	-10.8	0	2.72555	1477010451224789
L	4.45	-10.65	0	2.72554	1477010451279824
R	4.45	-10.5	0	2.729	1477010451334789
L	4.45	-10.35	0	2.72898	1477010451389755
R	4.5	-10.2	0.908962	2.72687	1477010451444763
L	4.55	-10.05	0.908954	2.72685	1477010451499772
R	4.6	-9.9	0.909756	2.72927	1477010451554732
L	4.65	-9.75	0.909752	2.72926	1477010451609692
R	4.7	-9.6	0.90859	2.72578	1477010451664722
L	4.75	-9.45	0.908586	2.72576	1477010451719753
R	4.85	-9.3	1.81967	2.72952	1477010451774708
L	4.95	-9.15	1.81967	2.72951	1477010451829663
R	5	-9.05	0.999884	1.99977	1477010451879669
L	5.05	-8.95	0.999874	1.99974	1477010451929676
R	5.15	-8.8	1.81805	2.72708	1477010451984680
L	5.25	-8.65	1.81803	2.72705	1477010452039685
R	5.35	-8.55	1.99956	1.99957	1477010452089696
L	5.45	-8.45	1.99954	1.99954	1477010452139708
R	5.5	-8.35	0.909045	1.81807	1477010452194711
L	5.55	-8.25	0.909045	1.81808	1477010452249714
R	5.7	-8.1	2.72608	2.72608	1477010452304738
L	5.85	-7.95	2.72606	2.72606	1477010452359763
R	5.95	-7.85	1.81801	1.81801	1477010452414768
L	6.05	-7.75	1.81802	1.81801	1477010452469773
R	6.15	-7.65	1.81798	1.81798	1477010452524779
L	6.25	-7.55	1.81798	1.81798	1477010452579785
R	6.35	-7.45	1.82027	1.82027	1477010452634722
L	6.45	-7.35	1.82025	1.82025	1477010452689660
R	6.6	-7.25	2.99862	1.99908	1477010452739683
L	6.75	-7.15	2.99862	1.99908	1477010452789706
R	6.8	-7.05	0.908005	1.816	1477010452844772
L	6.85	-6.95	0.908	1.81601	1477010452899838
R	7	-6.85	2.72856	1.81904	1477010452954812
L	7.15	-6.75	2.72854	1.81902	1477010453009787
R	7.25	-6.65	1.8202	1.8202	1477010453064726
L	7.35	-6.55	1.82018	1.82018	1477010453119666
R	7.5	-6.5	2.99964	0.999884	1477010453169672
L	7.65	-6.45	2.99964	0.999884	1477010453219678
R	7.75	-6.4	1.81709	0.908549	1477010453274711
L	7.85	-6.35	1.81709	0.908545	1477010453329744
R	8	-6.25	2.72931	1.81954	1477010453384703
L	8.15	-6.15	2.72928	1.81952	1477010453439663
R	8.25	-6.05	1.99977	1.99976	1477010453489669
L	8.35	-5.95	1.99977	1.99976	1477010453539675
R	8.5	-5.9	2.72796	0.909326	1477010453594661
L	8.65	-5.85	2.72796	0.909321	1477010453649647
R	8.75	-5.75	1.81776	1.81775	1477010453704660
L	8.85	-5.65	1.81774	1.81773	1477010453759674
R	8.95	-5.55	1.99657	1.99656	1477010453809760
L	9.05	-5.45	1.99654	1.99655	1477010453859847
R	9.2	-5.4	2.72728	0.909094	1477010453914847
L	9.35	-5.35	2.72727	0.90909	1477010453969847
R	9.45	-5.25	1.81816	1.81815	1477010454024848
L	9.55	-5.15	1.81813	1.81813	1477010454079850
R	9.65	-5.05	1.82036	1.82036	1477010454134784
L	9.75	-4.95	1.82036	1.82037	1477010454189718
R	9.85	-4.85	1.81578	1.81577	1477010454244791
L	9.95	-4.75	1.81575	1.81575	1477010454299865
R	10.05	-4.6	1.82039	2.7306	1477010454354798
L	10.15	-4.45	1.8204	2.7306	1477010454409731
R	10.25	-4.3	1.81769	2.72652	1477010454464746
L	10.35	-4.15	1.81768	2.7265	1477010454519762
R	10.45	-4.05	1.81792	1.81792	1477010454574770
L	10.55	-3.95	1.8179	1.8179	1477010454629779
R	10.65	-3.85	1.81903	1.81904	1477010454684753
L	10.75	-3.75	1.81902	1.81903	1477010454739728
R	10.8	-3.6	0.909773	2.72931	1477010454794687
L	10.85	-3.45	0.909764	2.72928	1477010454849647
R	10.95	-3.3	1.99953	2.99928	1477010454899659
L	11.05	-3.15	1.9995	2.99925	1477010454949672
R	11.1	-3	0.907725	2.72317	1477010455004755
L	11.15	-2.85	0.907708	2.72314	1477010455059839
R	11.2	-2.7	0.908929	2.72678	1477010455114849
L	11.25	-2.55	0.908929	2.72678	1477010455169859
R	11.2	-2.4	-0.909276	2.72782	1477010455224848
L	11.15	-2.25	-0.909276	2.72782	1477010455279837
R	11.25	-2.1	1.81915	2.72871	1477010455334808
L	11.35	-1.95	1.81913	2.72869	1477010455389780
R	11.35	-1.8	0	2.73035	1477010455444718
L	11.35	-1.65	0	2.73033	1477010455499657
R	11.3	-1.5	-0.999165	2.99748	1477010455549699
L	11.25	-1.35	-0.999155	2.99745	1477010455599742
R	11.2	-1.25	-0.909822	1.81964	1477010455654698
L	11.15	-1.15	-0.909822	1.81964	1477010455709654
R	11.05	-0.95	-1.99817	3.99632	1477010455759700
L	10.95	-0.75	-1.99816	3.99632	1477010455809746
R	10.9	-0.649999	-0.908549	1.8171	1477010455864779
L	10.85	-0.549999	-0.908532	1.81708	1477010455919813
R	10.75	-0.45	-1.8174	1.81738	1477010455974837
L	10.65	-0.35	-1.8174	1.81738	1477010456029861
R	10.5	-0.25	-2.72796	1.81864	1477010456084847
L	10.35	-0.15	-2.72796	1.81864	1477010456139833
R	10.25	-0.0999996	-1.81964	0.909826	1477010456194789
L	10.15	-0.0499992	-1.81963	0.909818	1477010456249746
R	10	9.49949e-07	-2.73049	0.910169	1477010456304681
L	9.85	0.0500011	-2.73047	0.910161	1477010456359617
R	9.7	0.0500011	-2.72439	0	1477010456414675
L	9.55	0.0500011	-2.72438	0	1477010456469734
R	9.4	0.100001	-2.72773	0.90923	1477010456524725
L	9.25	0.15	-2.7277	0.909222	1477010456579717
R	9.1	0.2	-2.72652	0.908843	1477010456634732
L	8.95	0.25	-2.72653	0.908843	1477010456689747
R	8.85	0.25	-1.81847	0	1477010456744738
L	8.75	0.25	-1.81846	0	1477010456799730
R	8.55	0.25	-3.6326	0	1477010456854787
L	8.35	0.25	-3.6326	0	1477010456909844
R	8.2	0.25	-2.72841	0	1477010456964821
L	8.05	0.25	-2.72842	0	1477010457019798
R	7.9	0.2	-2.72708	-0.909025	1477010457074802
L	7.75	0.15	-2.72705	-0.909016	1477010457129807
R	7.6	0.100001	-2.73169	-0.910554	1477010457184718
L	7.45	0.0500011	-2.73169	-0.910554	1477010457239629
R	7.3	0.0500011	-2.99789	0	1477010457289664
L	7.15	0.0500011	-2.9979	0	1477010457339699
R	7.05	-0.0499995	-1.81811	-1.81813	1477010457394701
L	6.95	-0.15	-1.8181	-1.81811	1477010457449704
R	6.85	-0.25	-1.81646	-1.81646	1477010457504756
L	6.75	-0.35	-1.81645	-1.81645	1477010457559809
R	6.65	-0.45	-1.81901	-1.819	1477010457614784
L	6.55	-0.549999	-1.81899	-1.81898	1477010457669760
R	6.5	-0.749999	-0.909789	-3.63914	1477010457724718
L	6.45	-0.949999	-0.909781	-3.63911	1477010457779677
R	6.4	-1.1	-1.0002	-3.00061	1477010457829667
L	6.35	-1.25	-1.0002	-3.00061	1477010457879657
R	6.3	-1.35	-1.00035	-2.00072	1477010457929639
L	6.25	-1.45	-1.00036	-2.00072	1477010457979621
R	6.25	-1.6	0	-2.99288	1477010458029740
L	6.25	-1.75	0	-2.99285	1477010458079860
R	6.3	-1.9	0.909739	-2.72921	1477010458134821
L	6.35	-2.05	0.909735	-2.72921	1477010458189782
R	6.35	-2.2	0	-2.72782	1477010458244771
L	6.35	-2.35	0	-2.72779	1477010458299761
R	6.35	-2.55	0	-3.63689	1477010458354753
L	6.35	-2.75	0	-3.63689	1477010458409745
R	6.4	-2.9	0.908854	-2.72658	1477010458464759
L	6.45	-3.05	0.908859	-2.72658	1477010458519773
R	6.5	-3.2	0.908863	-2.72658	1477010458574787
L	6.55	-3.35	0.908855	-2.72655	1477010458629802
R	6.6	-3.5	0.908714	-2.72613	1477010458684825
L	6.65	-3.65	0.908702	-2.72611	1477010458739849
R	6.7	-3.8	0.909565	-2.72871	1477010458794820
L	6.75	-3.95	0.909561	-2.72869	1477010458849792
R	6.8	-4.1	0.908566	-2.72568	1477010458904824
L	6.85	-4.25	0.908561	-2.72569	1477010458959856
R	6.95	-4.4	1.81821	-2.72732	1477010459014855
L	7.05	-4.55	1.81822	-2.72732	1477010459069854
R	7.1	-4.7	0.91085	-2.73253	1477010459124748
L	7.15	-4.85	0.910837	-2.73251	1477010459179643
R	7.2	-4.95	1.00033	-2.00068	1477010459229626
L	7.25	-5.05	1.00033	-2.00066	1477010459279610
R	7.35	-5.2	1.9976	-2.9964	1477010459329670
L	7.45	-5.35	1.9976	-2.9964	1477010459379730
R	7.5	-5.45	0.908252	-1.8165	1477010459434781
L	7.55	-5.55	0.908244	-1.81648	1477010459489833
R	7.65	-5.7	1.81785	-2.72677	1477010459544843
L	7.75	-5.85	1.81785	-2.72677	1477010459599853
R	7.8	-5.95	0.909078	-1.81815	1477010459654854
L	7.85	-6.05	0.909073	-1.81815	1477010459709855
R	7.95	-6.2	1.8197	-2.72955	1477010459764809
L	8.05	-6.35	1.81969	-2.72953	1477010459819764
R	8.15	-6.5	1.8187	-2.72807	1477010459874748
L	8.25	-6.65	1.81869	-2.72804	1477010459929733
R	8.3	-6.75	0.908979	-1.81795	1477010459984740
L	8.35	-6.85	0.908979	-1.81795	1477010460039747
R	8.4	-7	0.909094	-2.72732	1477010460094746
L	8.45	-7.15	0.909102	-2.72732	1477010460149745
R	8.55	-7.3	1.81751	-2.72628	1477010460204765
L	8.65	-7.45	1.81752	-2.72628	1477010460259785
R	8.7	-7.55	0.908615	-1.81723	1477010460314814
L	8.75	-7.65	0.908607	-1.81721	1477010460369844
R	8.85	-7.8	1.8215	-2.73224	1477010460424744
L	8.95	-7.95	1.82148	-2.73221	1477010460479645
R	9	-8.1	0.999025	-2.99707	1477010460529694
L	9.05	-8.25	0.999015	-2.99704	1477010460579744
R	9.1	-8.35	0.908285	-1.81657	1477010460634793
L	9.15	-8.45	0.908268	-1.81655	1477010460689843
R	9.2	-8.6	0.91012	-2.73036	1477010460744781
L	9.25	-8.75	0.910112	-2.73033	1477010460799720
R	9.3	-8.9	0.909524	-2.72856	1477010460854694
L	9.35	-9.05	0.909524	-2.72856	1477010460909668
R	9.4	-9.2	0.999066	-2.99725	1477010460959714
L	9.45	-9.35	0.999075	-2.99724	1477010461009760
R	9.5	-9.5	0.909706	-2.7291	1477010461064723
L	9.55	-9.65	0.909706	-2.7291	1477010461119686
R	9.6	-9.8	1.00048	-3.00143	1477010461169662
L	9.65	-9.95	1.00046	-3.00141	1477010461219639
R	9.7	-10.05	0.998785	-1.99755	1477010461269700
L	9.75	-10.15	0.998775	-1.99754	1477010461319762
R	9.75	-10.3	0	-2.72851	1477010461374737
L	9.75	-10.45	0	-2.72849	1477010461429713
R	9.8	-10.6	0.909012	-2.72704	1477010461484718
L	9.85	-10.75	0.909012	-2.72703	1477010461539723
R	9.85	-10.9	0	-3.00318	1477010461589670
L	9.85	-11.05	0	-3.00316	1477010461639618
R	9.85	-11.2	0	-3.00013	1477010461689616
L	9.85	-11.35	0	-3.00012	1477010461739614
R	9.85	-11.5	0	-2.99592	1477010461789682
L	9.85	-11.65	0	-2.99592	1477010461839750
R	9.8	-11.75	-0.908731	-1.81746	1477010461894772
L	9.75	-11.85	-0.908731	-1.81746	1477010461949794
R	9.7	-12	-0.909591	-2.72875	1477010462004764
L	9.65	-12.15	-0.909582	-2.72873	1477010462059735
R	9.6	-12.3	-0.908879	-2.72667	1477010462114747
L	9.55	-12.45	-0.908879	-2.72665	1477010462169760
R	9.45	-12.55	-1.82006	-1.82006	1477010462224703
L	9.35	-12.65	-1.82005	-1.82005	1477010462279647
R	9.2	-12.75	-3.00047	-2.00033	1477010462329639
L	9.05	-12.85	-3.00048	-2.00033	1477010462379631
R	8.95	-12.9	-1.81543	-0.907707	1477010462434714
L	8.85	-12.95	-1.81542	-0.907708	1477010462489798
R	8.7	-13.05	-2.73134	-1.82089	1477010462544716
L	8.55	-13.15	-2.73135	-1.82089	1477010462599634
R	8.4	-13.15	-2.99683	0	1477010462649687
L	8.25	-13.15	-2.9968	0	1477010462699741
R	8.1	-13.2	-2.72707	-0.909028	1477010462754745
L	7.95	-13.25	-2.72705	-0.90902	1477010462809750
R	7.8	-13.25	-2.7295	0	1477010462864705
L	7.65	-13.25	-2.7295	0	1477010462919660
R	7.5	-13.25	-2.99994	0	1477010462969661
L	7.35	-13.25	-2.99994	0	1477010463019662
R	7.2	-13.2	-2.72698	0.908995	1477010463074668
L	7.05	-13.15	-2.72695	0.908987	1477010463129675
R	6.85	-13.15	-3.63709	0	1477010463184664
L	6.65	-13.15	-3.63709	0	1477010463239653
R	6.5	-13.1	-3.0006	1.00018	1477010463289643
L	6.35	-13.05	-3.0006	1.00019	1477010463339633
R	6.25	-13.05	-1.81729	0	1477010463394660
L	6.15	-13.05	-1.81729	0	1477010463449687
R	6	-12.95	-2.72861	1.81906	1477010463504660
L	5.85	-12.85	-2.72861	1.81907	1477010463559633
R	5.7	-12.8	-2.99988	0.999964	1477010463609635
L	5.55	-12.75	-2.99985	0.999954	1477010463659638
R	5.45	-12.7	-2.00001	1	1477010463709638
L	5.35	-12.65	-1.99998	0.999994	1477010463759639
R	5.25	-12.55	-1.99732	1.99733	1477010463809706
L	5.15	-12.45	-1.9973	1.9973	1477010463859774
R	5.05	-12.35	-1.8206	1.82059	1477010463914701
L	4.95	-12.25	-1.82058	1.82058	1477010463969629
R	4.85	-12.1	-1.9998	2.99969	1477010464019634
L	4.75	-11.95	-1.9998	2.9997	1477010464069639
R	4.7	-11.85	-1.00002	2.00003	1477010464119638
L	4.65	-11.75	-1.00001	2.00002	1477010464169638
R	4.6	-11.6	-0.998955	2.99688	1477010464219690
L	4.55	-11.45	-0.99896	2.99689	1477010464269742
R	4.5	-11.3	-1.00106	3.00319	1477010464319689
L	4.45	-11.15	-1.00106	3.00319	1477010464369636
R	4.45	-11.05	0	1.8168	1477010464424678
L	4.45	-10.95	0	1.81679	1477010464479720
R	4.45	-10.8	0	3.00139	1477010464529697
L	4.45	-10.65	0	3.00138	1477010464579674
R	4.45	-10.55	0	2.00041	1477010464629664
L	4.45	-10.45	0	2.00038	1477010464679655
R	4.5	-10.3	0.999584	2.99875	1477010464729676
L	4.55	-10.15	0.999574	2.99871	1477010464779698
R	4.55	-10	0	2.72717	1477010464834700
L	4.55	-9.85	0	2.72714	1477010464889703
R	4.65	-9.7	1.8193	2.72895	1477010464944669
L	4.75	-9.55	1.81929	2.72894	1477010464999636
R	4.8	-9.4	1.00006	3.00019	1477010465049633
L	4.85	-9.25	1.00005	3.00015	1477010465099631
R	4.95	-9.15	2.00004	2.00005	1477010465149630
L	5.05	-9.05	2.00004	2.00004	1477010465199629
R	5.1	-8.9	0.999704	2.99911	1477010465249644
L	5.15	-8.75	0.999689	2.99907	1477010465299660
R	5.25	-8.65	1.81848	1.81849	1477010465354651
L	5.35	-8.55	1.81846	1.81846	1477010465409643
R	5.45	-8.4	2.00068	3.00103	1477010465459626
L	5.55	-8.25	2.00066	3.00099	1477010465509610
R	5.65	-8.15	1.99952	1.99953	1477010465559622
L	5.75	-8.05	1.9995	1.9995	1477010465609635
R	5.8	-7.95	0.999944	1.99989	1477010465659638
L	5.85	-7.85	0.999939	1.99988	1477010465709641
R	5.95	-7.75	1.99772	1.99772	1477010465759698
L	6.05	-7.65	1.99771	1.9977	1477010465809756
R	6.15	-7.55	1.8199	1.8199	1477010465864704
L	6.25	-7.45	1.8199	1.81991	1477010465919652
R	6.4	-7.35	2.99605	1.99736	1477010465969718
L	6.55	-7.25	2.99605	1.99736	1477010466019784
R	6.65	-7.2	1.8206	0.910303	1477010466074711
L	6.75	-7.15	1.8206	0.910298	1477010466129638
R	6.85	-7.05	1.99848	1.99848	1477010466179676
L	6.95	-6.95	1.99846	1.99846	1477010466229715
R	7.1	-6.85	2.72688	1.81792	1477010466284723
L	7.25	-6.75	2.72688	1.81792	1477010466339731
R	7.35	-6.65	1.81821	1.81821	1477010466394730
L	7.45	-6.55	1.81821	1.81821	1477010466449729
R	7.55	-6.5	1.81726	0.908632	1477010466504757
L	7.65	-6.45	1.81726	0.908632	1477010466559785
R	7.8	-6.4	2.72951	0.909839	1477010466614740
L	7.95	-6.35	2.72948	0.909826	1477010466669696
R	8.05	-6.25	2.00047	2.00048	1477010466719684
L	8.15	-6.15	2.00048	2.00048	1477010466769672
R	8.3	-6.05	2.72702	1.81801	1477010466824677
L	8.45	-5.95	2.727	1.818	1477010466879683
R	8.55	-5.9	2.00127	1.00064	1477010466929651
L	8.65	-5.85	2.00128	1.00064	1477010466979619
R	8.8	-5.75	2.99963	1.99976	1477010467029625
L	8.95	-5.65	2.99961	1.99974	1477010467079632
R	9.05	-5.55	1.99699	1.997	1477010467129707
L	9.15	-5.45	1.997	1.99701	1477010467179782
R	9.25	-5.35	1.8166	1.81659	1477010467234830
L	9.35	-5.25	1.8166	1.81659	1477010467289878
R	9.45	-5.15	1.8222	1.82219	1477010467344757
L	9.55	-5.05	1.82219	1.82219	1477010467399636
R	9.65	-5	1.99604	0.998028	1477010467449735
L	9.75	-4.95	1.99605	0.998028	1477010467499834
R	9.85	-4.85	1.81895	1.81894	1477010467554811
L	9.95	-4.75	1.81894	1.81894	1477010467609788
R	10.05	-4.6	1.81966	2.72951	1477010467664743
L	10.15	-4.45	1.81965	2.72948	1477010467719699
R	10.25	-4.35	1.81908	1.81907	1477010467774672
L	10.35	-4.25	1.81908	1.81907	1477010467829645
R	10.45	-4.1	2.00061	3.0009	1477010467879630
L	10.55	-3.95	2.0006	3.0009	1477010467929615
R	10.65	-3.85	1.99963	1.99964	1477010467979624
L	10.75	-3.75	1.99962	1.99962	1477010468029634
R	10.8	-3.6	0.999844	2.99952	1477010468079642
L	10.85	-3.45	0.999834	2.99949	1477010468129651
R	10.95	-3.35	2.00065	2.00064	1477010468179635
L	11.05	-3.25	2.00064	2.00064	1477010468229619
R	11.1	-3.1	0.998546	2.99563	1477010468279692
L	11.15	-2.95	0.998526	2.9956	1477010468329766
R	11.15	-2.8	0	2.73104	1477010468384690
L	11.15	-2.65	0	2.73102	1477010468439615
R	11.15	-2.55	0	1.81785	1477010468494625
L	11.15	-2.45	0	1.81785	1477010468549635
R	11.25	-2.25	1.99733	3.99465	1477010468599702
L	11.35	-2.05	1.99733	3.99465	1477010468649769
R	11.35	-1.95	0	1.81854	1477010468704758
L	11.35	-1.85	0	1.81853	1477010468759748
R	11.35	-1.7	0	2.72762	1477010468814741
L	11.35	-1.55	0	2.72762	1477010468869734
R	11.3	-1.4	-0.908846	2.72653	1477010468924749
L	11.25	-1.25	-0.908846	2.72653	1477010468979764
R	11.15	-1.1	-1.82014	2.73021	1477010469034705
L	11.05	-0.949999	-1.82013	2.73021	1477010469089646
R	11	-0.799999	-1.00036	3.00107	1477010469139628
L	10.95	-0.65	-1.00035	3.00104	1477010469189611
R	10.85	-0.5	-2.00003	3.00006	1477010469239610
L	10.75	-0.35	-2.00002	3.00003	1477010469289610
R	10.65	-0.3	-1.81779	0.908892	1477010469344622
L	10.55	-0.25	-1.81778	0.908893	1477010469399634
R	10.4	-0.15	-3.00061	2.00041	1477010469449624
L	10.25	-0.0499992	-3.0006	2.00041	1477010469499614
R	10.15	-0.0499992	-1.99645	0	1477010469549703
L	10.05	-0.0499992	-1.99644	0	1477010469599792
R	9.9	9.49949e-07	-2.73175	0.910584	1477010469654702
L	9.75	0.0500011	-2.73174	0.910584	1477010469709612
