R	9.949653e+01	1.975196e-01	9.665479e-01	
L	9.933995e+01	1.724219e+01	0	
R	1.007509e+02	2.201236e-01	7.212447e-01	
L	1.000349e+02	1.742218e+01	0	
R	1.013822e+02	7.617282e-02	7.124281e-01	
L	1.016656e+02	1.680176e+01	0	
R	1.017691e+02	4.053625e-01	7.718854e-01	
L	1.025861e+02	1.616814e+01	0	
R	1.036521e+02	-6.899371e-02	9.609400e-01	
L	1.029007e+02	1.541930e+01	0	
R	1.039117e+02	1.451114e-01	1.132210e+00	
L	1.041552e+02	1.539329e+01	0	
R	1.052671e+02	9.033760e-02	1.110634e+00	
L	1.053886e+02	1.482350e+01	0	
R	1.064272e+02	1.370700e-01	1.221201e+00	
L	1.068162e+02	1.404785e+01	0	
R	1.080067e+02	1.493459e-01	1.467812e+00	
L	1.082910e+02	1.368230e+01	0	
R	1.093540e+02	6.058774e-02	1.209820e+00	
L	1.107140e+02	1.424206e+01	0	
R	1.110400e+02	1.910567e-01	1.383059e+00	
L	1.107199e+02	1.201539e+01	0	
R	1.113114e+02	2.935399e-01	1.547039e+00	
L	1.134392e+02	1.234120e+01	0	
R	1.137715e+02	3.241696e-01	1.788574e+00	
L	1.151854e+02	1.266964e+01	0	
R	1.149371e+02	3.113475e-01	1.932652e+00	
L	1.165062e+02	1.219631e+01	0	
R	1.175824e+02	3.698342e-02	1.873509e+00	
L	1.193028e+02	1.167109e+01	0	
R	1.195970e+02	1.237821e-01	2.176712e+00	
L	1.215181e+02	1.334407e+01	0	
R	1.212282e+02	1.220793e-01	2.243217e+00	
L	1.225726e+02	1.230246e+01	0	
R	1.233517e+02	7.003780e-02	2.240351e+00	
L	1.262775e+02	1.204776e+01	0	
R	1.258579e+02	7.636427e-03	2.391501e+00	
L	1.273038e+02	1.383451e+01	0	
R	1.285549e+02	1.590058e-01	2.472730e+00	
L	1.312179e+02	1.338462e+01	0	
R	1.308172e+02	6.263657e-02	2.509041e+00	
L	1.323600e+02	1.410680e+01	0	
R	1.333758e+02	6.397056e-02	2.548117e+00	
L	1.356483e+02	1.570645e+01	0	
R	1.365472e+02	1.525371e-01	2.636956e+00	
L	1.366860e+02	1.566045e+01	0	
R	1.386308e+02	-8.846070e-02	2.926161e+00	
L	1.400920e+02	1.808791e+01	0	
R	1.409937e+02	5.075882e-01	2.867807e+00	
L	1.426387e+02	1.832059e+01	0	
R	1.438328e+02	-7.265690e-02	2.647627e+00	
L	1.460350e+02	2.016804e+01	0	
R	1.466184e+02	-4.953370e-02	2.975038e+00	
L	1.481849e+02	2.048616e+01	0	
R	1.498059e+02	4.723944e-02	2.946503e+00	
L	1.508810e+02	2.197024e+01	0	
R	1.523010e+02	-6.041514e-02	2.944826e+00	
L	1.544629e+02	2.338814e+01	0	
R	1.552530e+02	-1.376641e-01	2.602654e+00	
L	1.557021e+02	2.469810e+01	0	
R	1.586430e+02	2.342879e-01	2.671929e+00	
L	1.586869e+02	2.630376e+01	0	
R	1.607323e+02	3.974928e-01	2.810454e+00	
L	1.618855e+02	2.839968e+01	0	
R	1.639348e+02	2.558856e-01	2.790787e+00	
L	1.636481e+02	2.840562e+01	0	
R	1.668259e+02	1.291401e-01	2.709348e+00	
L	1.669491e+02	2.997849e+01	0	
R	1.697456e+02	3.194132e-01	2.918756e+00	
L	1.700013e+02	3.103588e+01	0	
R	1.719760e+02	2.177522e-03	2.894297e+00	
L	1.723444e+02	3.192154e+01	0	
R	1.754665e+02	5.040939e-01	2.615170e+00	
L	1.750932e+02	3.422156e+01	0	
R	1.777270e+02	2.987479e-01	2.534382e+00	
L	1.771039e+02	3.360771e+01	0	
R	1.800942e+02	6.938174e-01	2.604948e+00	
L	1.799311e+02	3.527457e+01	0	
R	1.830932e+02	4.941167e-01	2.762605e+00	
L	1.818912e+02	3.575776e+01	0	
R	1.859788e+02	-9.849382e-02	2.354805e+00	
L	1.843406e+02	3.663088e+01	0	
R	1.883614e+02	3.707685e-03	2.261615e+00	
L	1.871678e+02	3.687573e+01	0	
R	1.912909e+02	1.279903e-01	2.245957e+00	
L	1.889845e+02	3.787889e+01	0	
R	1.925416e+02	2.469712e-01	2.199027e+00	
L	1.910417e+02	3.690590e+01	0	
R	1.958555e+02	-8.041215e-03	2.055465e+00	
L	1.936568e+02	3.842134e+01	0	
R	1.969818e+02	1.276454e-01	2.155063e+00	
L	1.955758e+02	3.765442e+01	0	
R	1.992831e+02	1.932611e-01	1.762458e+00	
L	1.965435e+02	3.753126e+01	0	
R	2.015545e+02	2.823311e-01	1.764921e+00	
L	1.994801e+02	3.635721e+01	0	
R	2.031329e+02	3.020139e-01	1.522775e+00	
L	2.012363e+02	3.682689e+01	0	
R	2.041957e+02	5.387255e-01	1.362945e+00	
L	2.015755e+02	3.546190e+01	0	
R	2.062862e+02	2.350051e-01	1.471500e+00	
L	2.033829e+02	3.611414e+01	0	
R	2.074532e+02	4.003135e-01	1.314272e+00	
L	2.058493e+02	3.615468e+01	0	
R	2.089781e+02	2.045744e-02	1.238725e+00	
L	2.075176e+02	3.538695e+01	0	
R	2.100438e+02	3.173300e-01	1.151365e+00	
L	2.081712e+02	3.453373e+01	0	
R	2.116721e+02	1.092510e-01	1.007216e+00	
L	2.088234e+02	3.388557e+01	0	
R	2.125663e+02	8.298344e-02	1.082590e+00	
L	2.098972e+02	3.357192e+01	0	
R	2.127618e+02	1.463237e-01	8.296055e-01	
L	2.112848e+02	3.296725e+01	0	
R	2.141414e+02	9.179273e-02	7.134174e-01	
L	2.121147e+02	3.247819e+01	0	
R	2.147358e+02	-9.150609e-02	9.075893e-01	
L	2.128409e+02	3.204199e+01	0	
R	2.155280e+02	3.692233e-01	8.258335e-01	
L	2.137334e+02	3.202353e+01	0	
R	2.166555e+02	-1.018930e-01	7.335336e-01	
L	2.150637e+02	3.180810e+01	0	
R	2.175703e+02	4.079797e-02	8.822184e-01	
L	2.157027e+02	3.004995e+01	0	
R	2.181941e+02	2.497493e-01	7.705998e-01	
L	2.171860e+02	2.965890e+01	0	
R	2.187481e+02	3.311376e-01	8.183723e-01	
L	2.180325e+02	3.007558e+01	0	
R	2.190878e+02	3.317758e-01	9.131637e-01	
L	2.181559e+02	2.873170e+01	0	
R	2.203274e+02	2.415959e-01	7.650823e-01	
L	2.191212e+02	2.915916e+01	0	
R	2.210316e+02	-4.290353e-01	7.230479e-01	
L	2.203824e+02	2.848128e+01	0	
R	2.222412e+02	3.867895e-02	9.838778e-01	
L	2.204271e+02	2.745303e+01	0	
R	2.230932e+02	4.499882e-01	1.104497e+00	
L	2.228886e+02	2.758704e+01	0	
R	2.243863e+02	1.672711e-01	1.211489e+00	
L	2.233488e+02	2.691719e+01	0	
R	2.256661e+02	-6.836636e-02	1.298745e+00	
L	2.249717e+02	2.655717e+01	0	
R	2.266676e+02	-2.769059e-01	1.376699e+00	
L	2.269231e+02	2.588255e+01	0	
R	2.281945e+02	-5.077385e-02	1.440203e+00	
L	2.284343e+02	2.551364e+01	0	
R	2.295966e+02	-2.433678e-01	1.440258e+00	
L	2.307205e+02	2.438074e+01	0	
R	2.307564e+02	2.312053e-02	1.735337e+00	
L	2.309812e+02	2.467386e+01	0	
R	2.325339e+02	9.676297e-02	1.756229e+00	
L	2.327042e+02	2.413702e+01	0	
R	2.350373e+02	1.172259e-01	1.843225e+00	
L	2.350396e+02	2.426473e+01	0	
R	2.365229e+02	7.286804e-02	2.034070e+00	
L	2.366311e+02	2.473881e+01	0	
R	2.382633e+02	1.766235e-01	2.264065e+00	
L	2.396454e+02	2.466875e+01	0	
R	2.404941e+02	-3.711208e-03	2.271364e+00	
L	2.426231e+02	2.467820e+01	0	
R	2.427061e+02	-8.174670e-02	2.071937e+00	
L	2.443218e+02	2.459803e+01	0	
R	2.454262e+02	1.477824e-01	2.348337e+00	
L	2.466073e+02	2.602697e+01	0	
R	2.474816e+02	-1.620258e-02	2.427641e+00	
L	2.481271e+02	2.649176e+01	0	
R	2.503175e+02	3.343331e-01	2.506208e+00	
L	2.509211e+02	2.557008e+01	0	
R	2.524403e+02	7.514255e-02	2.481966e+00	
L	2.544615e+02	2.802823e+01	0	
R	2.555392e+02	-1.151074e-02	2.658933e+00	
L	2.563235e+02	2.835593e+01	0	
R	2.575298e+02	1.669098e-01	2.728667e+00	
L	2.590924e+02	3.016042e+01	0	
R	2.606839e+02	1.840931e-02	2.725722e+00	
L	2.630608e+02	3.089019e+01	0	
R	2.631292e+02	3.280013e-01	2.820424e+00	
L	2.650942e+02	3.208816e+01	0	
R	2.660493e+02	1.220332e-01	2.901225e+00	
L	2.664309e+02	3.331622e+01	0	
R	2.692364e+02	-3.140744e-02	2.766402e+00	
L	2.690148e+02	3.453674e+01	0	
R	2.722210e+02	-5.785925e-02	3.120270e+00	
L	2.719636e+02	3.596822e+01	0	
R	2.740922e+02	-7.448231e-02	2.716134e+00	
L	2.746411e+02	3.618107e+01	0	
R	2.777783e+02	4.026212e-01	2.846871e+00	
L	2.778708e+02	3.766653e+01	0	
R	2.799442e+02	2.008779e-01	2.862563e+00	
L	2.808789e+02	4.042712e+01	0	
R	2.829332e+02	2.547102e-01	2.706517e+00	
L	2.829772e+02	4.096032e+01	0	
R	2.860678e+02	5.785391e-02	2.814163e+00	
L	2.857212e+02	4.233872e+01	0	
R	2.881356e+02	3.096641e-01	2.664748e+00	
L	2.886811e+02	4.380407e+01	0	
R	2.912242e+02	8.607185e-02	2.645615e+00	
L	2.901959e+02	4.506090e+01	0	
R	2.941242e+02	-1.197065e-01	2.676335e+00	
L	2.934954e+02	4.588365e+01	0	
R	2.969044e+02	1.001293e-01	2.566522e+00	
L	2.966592e+02	4.696756e+01	0	
R	2.998895e+02	1.659543e-04	2.491127e+00	
L	2.981194e+02	4.739299e+01	0	
R	3.019352e+02	3.907690e-01	2.609633e+00	
L	3.001547e+02	4.741802e+01	0	
R	3.039302e+02	1.256759e-01	2.377412e+00	
L	3.035477e+02	4.892230e+01	0	
R	3.078177e+02	1.533614e-01	2.442105e+00	
L	3.057741e+02	4.893502e+01	0	
R	3.094707e+02	-1.024956e-01	2.450601e+00	
L	3.078909e+02	4.940056e+01	0	
R	3.123269e+02	-9.036756e-02	2.128050e+00	
L	3.111442e+02	4.943872e+01	0	
R	3.142229e+02	5.428723e-02	2.109166e+00	
L	3.122965e+02	5.007596e+01	0	
R	3.165023e+02	1.923217e-01	2.052986e+00	
L	3.134781e+02	4.913535e+01	0	
R	3.187757e+02	3.532645e-01	1.956702e+00	
L	3.168124e+02	4.985875e+01	0	
R	3.204368e+02	2.955201e-01	1.705600e+00	
L	3.188910e+02	4.980843e+01	0	
R	3.222600e+02	4.661439e-01	1.617520e+00	
L	3.197477e+02	4.888888e+01	0	
R	3.228704e+02	5.117277e-01	1.595123e+00	
L	3.222629e+02	4.863903e+01	0	
R	3.254922e+02	2.616539e-01	1.319307e+00	
L	3.229511e+02	4.874599e+01	0	
R	3.267259e+02	8.567870e-02	1.526851e+00	
L	3.243224e+02	4.733620e+01	0	
R	3.280668e+02	1.099149e-01	1.118967e+00	
L	3.252873e+02	4.799967e+01	0	
R	3.286166e+02	1.211720e-01	1.140546e+00	
L	3.272032e+02	4.726634e+01	0	
R	3.300301e+02	-5.244246e-02	1.070635e+00	
L	3.276203e+02	4.689426e+01	0	
R	3.312870e+02	-9.095579e-02	9.958197e-01	
L	3.286347e+02	4.568969e+01	0	
R	3.316867e+02	-1.959919e-01	9.172690e-01	
L	3.294614e+02	4.504653e+01	0	
R	3.333289e+02	2.609689e-01	1.023293e+00	
L	3.307516e+02	4.561019e+01	0	
R	3.339779e+02	1.233793e-01	7.224166e-01	
L	3.320325e+02	4.417242e+01	0	
R	3.343381e+02	2.953960e-01	8.273268e-01	
L	3.331037e+02	4.348013e+01	0	
R	3.355991e+02	1.739996e-01	6.105452e-01	
L	3.336514e+02	4.288674e+01	0	
R	3.363602e+02	3.913452e-01	7.180087e-01	
L	3.349278e+02	4.319670e+01	0	
R	3.365252e+02	3.119670e-03	7.334896e-01	
L	3.347406e+02	4.232743e+01	0	
R	3.381853e+02	3.158265e-01	7.911426e-01	
L	3.358149e+02	4.238849e+01	0	
R	3.386315e+02	1.218294e-01	8.343746e-01	
L	3.369807e+02	4.044641e+01	0	
R	3.398396e+02	8.144836e-02	8.117544e-01	
L	3.376859e+02	4.182179e+01	0	
R	3.402973e+02	1.737836e-01	7.938582e-01	
L	3.387394e+02	4.066510e+01	0	
R	3.413933e+02	2.204368e-01	9.419155e-01	
L	3.398601e+02	3.994763e+01	0	
R	3.424179e+02	-1.145458e-01	1.165399e+00	
L	3.428454e+02	3.904785e+01	0	
R	3.436896e+02	-3.258778e-01	1.233621e+00	
L	3.430091e+02	3.874422e+01	0	
R	3.447268e+02	1.998857e-01	1.399030e+00	
L	3.441785e+02	3.897409e+01	0	
R	3.458797e+02	-7.091445e-02	1.340334e+00	
L	3.449381e+02	3.825843e+01	0	
R	3.479008e+02	1.896278e-01	1.487375e+00	
L	3.468240e+02	3.745687e+01	0	
R	3.482014e+02	4.493582e-01	1.515797e+00	
L	3.484805e+02	3.750776e+01	0	
R	3.499696e+02	3.099768e-01	1.688419e+00	
L	3.496422e+02	3.724938e+01	0	
R	3.515925e+02	1.651725e-01	1.822838e+00	
L	3.517157e+02	3.638355e+01	0	
R	3.539781e+02	2.155529e-01	1.998631e+00	
L	3.541100e+02	3.684450e+01	0	
R	3.556047e+02	1.586509e-01	2.008039e+00	
L	3.550957e+02	3.710102e+01	0	
R	3.580546e+02	1.564454e-01	2.397342e+00	
L	3.570724e+02	3.664173e+01	0	
R	3.599032e+02	-6.870492e-02	2.448818e+00	
L	3.601595e+02	3.752408e+01	0	
R	3.626396e+02	-1.006786e-01	2.452808e+00	
L	3.631860e+02	3.639450e+01	0	
R	3.647123e+02	2.206597e-01	2.292317e+00	
L	3.655957e+02	3.829015e+01	0	
R	3.670727e+02	5.690004e-02	2.599149e+00	
L	3.684914e+02	3.893106e+01	0	
R	3.694428e+02	1.709146e-01	2.533960e+00	
L	3.707543e+02	3.956526e+01	0	
R	3.720952e+02	2.890606e-01	2.609562e+00	
L	3.726045e+02	3.945831e+01	0	
R	3.743596e+02	4.941479e-02	2.486848e+00	
L	3.754934e+02	4.080365e+01	0	
R	3.772991e+02	8.117737e-02	2.773484e+00	
L	3.773933e+02	4.227724e+01	0	
R	3.801327e+02	5.010926e-01	2.634850e+00	
L	3.811591e+02	4.247752e+01	0	
R	3.825603e+02	1.313109e-01	2.587159e+00	
